"id","time","service","source","subservice","priority","category","sentiment_analysis","summary","original","keywords","created_at","updated_at"
"4d78a48f-ecc9-49d1-8fcc-2a2db26d5cf6","2023-07-15 07:05:00","metro","mail","taquilla","4","tickets-fares","-1","dudas sobre tarifas para grupos provocaron gastos adicionales","Me gustaría relatarles una situación que me afectó bastante: dudas sobre tarifas para grupos. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Esto provocó gastos adicionales que no debería haber tenido. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Ibán Paniagua Blasco Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""tarifas"", ""grupos"", ""dudas"", ""gastos""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"7ea3290a-b591-48ca-be28-d39bea617849","2025-06-15 07:49:00","metro","mail","información-comunicación","3","information-communication","-1","normas de transporte de bicicletas poco claras y comunicación deficiente","Tuve un problema durante el viaje y considero necesario notificarlo: normas de transporte de bicicletas poco claras. El problema se agravó porque no había alternativas evidentes en ese momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Evangelina Manzanares Pla Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""bicicletas"", ""normas"", ""comunicaci\u00f3n"", ""transporte""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"fb00566e-4ac3-4bfa-923f-b6a09f7cb1b6","2024-03-04 08:43:00","metro","mail","embarque","2","delays-cancellations","-1","retraso debido al embarque lento por exceso de pasajeros","Me pongo en contacto porque he vivido una situación complicada: un retraso debido al embarque lento por exceso de pasajeros. Fue un inconveniente serio porque no recibí información clara en ningún momento. Como consecuencia, perdí mi conexión con otro transporte. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Sabina Berrocal Botella Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""embarque lento"", ""exceso de pasajeros"", ""falta de informaci\u00f3n"", ""perdida de conexi\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"46652547-6854-4bc5-bf49-c8138216bfe8","2025-07-27 08:36:00","metro","mail","taquilla","3","tickets-fares","-1","asiento reservado ocupado por otra persona","Me gustaría relatarles una situación que me afectó bastante: un asiento reservado ocupado por otra persona. Esto generó bastante estrés ya que tenía compromisos importantes después. Tuve que reorganizar citas y generar cambios de última hora. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Rita Morera Pera Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""asiento"", ""reservado"", ""ocupado"", ""frustrante""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"e16e9107-41bd-47e8-b0da-7c79d847af19","2024-11-20 12:32:00","metro","mail","taquilla","4","tickets-fares","-1","dudas sobre tarjeta de descuento y gastos adicionales","Me pongo en contacto porque he vivido una situación complicada: dudas sobre la tarjeta de descuento. El problema se agravó porque no había alternativas evidentes en ese momento. Esto provocó gastos adicionales que no debería haber tenido. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Tania Gárate Bou Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""tarjeta de descuento"", ""gastos adicionales"", ""comunicaci\u00f3n transparente""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"4c4f8ee6-07e9-41eb-95fc-f4e997d011d2","2023-08-07 19:50:00","tren","mail","cancelación de servicios","1","delays-cancellations","-1","cancelación total del tren sin alternativa","Quisiera explicar lo que ocurrió durante mi último viaje: la cancelación total del tren sin alternativa. El problema se agravó porque no había alternativas evidentes en ese momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Virgilio Eusebio Arroyo Lasa Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""cancelaci\u00f3n"", ""tren"", ""alternativa"", ""comunicaci\u00f3n"", ""apoyo""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"55864efc-3ba0-4fdd-832f-475293a0591e","2025-01-03 19:30:00","metro","mail","taquilla","2","tickets-fares","-1","problemas con el abono climático afectaron a toda la organización","Les escribo para informar de algo que me sucedió en el trayecto: dudas sobre el uso del abono climático. La situación fue especialmente problemática porque afectó toda mi organización. Como consecuencia, perdí mi conexión con otro transporte. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Óscar Mesa Sarabia Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""abono clim\u00e1tico"", ""problemas"", ""organizaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"69b4835b-92e2-45c3-992a-9d53a76ab12a","2025-10-08 12:43:00","metro","mail","información-comunicación","2","delays-cancellations","-1","retraso de más de 15 minutos sin anuncios","Tuve un problema durante el viaje y considero necesario notificarlo: un retraso de más de 15 minutos sin ningún anuncio. El problema se agravó porque no había alternativas evidentes en ese momento. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Cirino Correa-Pagès Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""retraso"", ""anuncios"", ""comunicaci\u00f3n"", ""transparencia""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"30354e79-872a-4ea6-88c6-6ef8cfaeaf25","2025-08-22 18:32:00","metro","mail","conductor","3","staff-passenger-behavior","-1","reserva en zona silenciosa no respetada, falta de información","Quisiera explicar lo que ocurrió durante mi último viaje: una reserva en zona silenciosa que no se respetó. Fue un inconveniente serio porque no recibí información clara en ningún momento. A causa de ello, llegué mucho más tarde de lo previsto. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Febe Evita Ariza Benavent Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""reserva"", ""zona silenciosa"", ""falta de informaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"2567a092-e8c2-4e0d-9755-bc2a97f692cc","2023-03-21 20:09:00","metro","mail","facilidades-limpieza","2","facilities-cleanliness","-1","zonas resbaladizas en el andén causaron frustración","Me pongo en contacto porque he vivido una situación complicada: zonas resbaladizas en el andén. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Jose Ramón Lucas Valenciano Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""zonas resbaladizas"", ""and\u00e9n"", ""frustraci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"2234543f-ede1-4e34-9b9c-3bcca5ae927b","2025-12-14 07:32:00","metro","mail","conductor","3","staff-passenger-behavior","-1","reserva en zona silenciosa no respetada, generó estrés y pérdida de conexión","Tuve un problema durante el viaje y considero necesario notificarlo: una reserva en zona silenciosa que no se respetó. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Macarena Guitart Sosa Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""reserva"", ""zona silenciosa"", ""estr\u00e9s"", ""p\u00e9rdida de conexi\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"d4e32e89-c607-48ff-8f8a-1ec9f8f82c04","2023-05-20 18:21:00","metro","mail","taquilla","3","tickets-fares","-1","asiento reservado ocupado por otra persona, reorganización de citas","He experimentado un inconveniente durante mi viaje que deseo compartir: un asiento reservado ocupado por otra persona. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Tuve que reorganizar citas y generar cambios de última hora. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, José María Santamaría Solana Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""asiento reservado"", ""puntualidad"", ""reorganizaci\u00f3n de citas""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"ff86b09b-e96b-4f56-8b64-1083fcbf0fc0","2025-04-16 13:52:00","tren","mail","taquilla","2","delays-cancellations","-1","vagón reservado que no formaba parte del tren causó estrés y retrasos","Quisiera explicar lo que ocurrió durante mi último viaje: un vagón reservado que no formaba parte del tren. Esto generó bastante estrés ya que tenía compromisos importantes después. Tuve que reorganizar citas y generar cambios de última hora. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Asunción Tomás-Mancebo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""vag\u00f3n reservado"", ""tren"", ""retrasos"", ""estr\u00e9s""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"0c9f6fda-efdd-407e-b2fd-596bf7834528","2025-12-16 17:55:00","metro","mail","taquilla","3","tickets-fares","-1","dudas sobre tarifas para grupos y comunicación","Les escribo para informar de algo que me sucedió en el trayecto: dudas sobre tarifas para grupos. La situación fue especialmente problemática porque afectó toda mi organización. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Modesto Ramis Grau Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""tarifas"", ""grupos"", ""comunicaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"5ae94bc3-7895-47db-b23d-ad0570542476","2025-09-19 19:42:00","metro","mail","taquilla","4","lost-items-security","-1","perdida de teléfono móvil durante viaje en metro","He experimentado un inconveniente durante mi viaje que deseo compartir: haber perdido un teléfono móvil. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Soledad Díaz Jover Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""perdida"", ""tel\u00e9fono"", ""viaje"", ""metro""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"a56a3798-1bc0-41e9-86d0-87b8433b8b9f","2025-04-10 14:36:00","tren","mail","información","2","delays-cancellations","-1","cancelaciones consecutivas en la misma línea sin información clara","Tuve un problema durante el viaje y considero necesario notificarlo: varias cancelaciones consecutivas en la misma línea. Fue un inconveniente serio porque no recibí información clara en ningún momento. Tuve que reorganizar citas y generar cambios de última hora. Espero sinceramente que puedan evitar que algo así vuelva a suceder. Un saludo cordial, Andrés Gil Comas Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""cancelaciones"", ""informaci\u00f3n"", ""comunicaci\u00f3n"", ""transparencia""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"1c8b8576-692b-4277-bb69-a022631b2bff","2024-07-26 06:38:00","metro","mail","facilities-cleanliness","3","facilities-cleanliness","-1","mesas pegajosas en el metro causaron pérdida de conexión","En mi último trayecto ocurrió algo que considero importante comunicar: mesas pegajosas. Fue un inconveniente serio porque no recibí información clara en ningún momento. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Antonio Elorza-Ramirez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""mesas pegajosas"", ""inconveniente"", ""perdida de conexi\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"671e758a-1be3-4514-8314-35ffc5528620","2023-08-11 14:21:00","tren","mail","puertas","2","delays-cancellations","-1","puertas que cerraban o abrían incorrectamente en el tren","Me dirijo a ustedes para describir un incidente ocurrido en el tren: puertas que cerraban o abrían incorrectamente. La situación fue especialmente problemática porque afectó toda mi organización. Como consecuencia, perdí mi conexión con otro transporte. Sería de gran ayuda que se implementaran mejoras para prevenir estos problemas. Un saludo cordial, Feliciana Morán Mesa Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""puertas"", ""cerrar"", ""abrir"", ""incorrectamente"", ""tren"", ""delays"", ""cancellations""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"9a474736-b74a-4ef2-a519-9442cc95131a","2024-02-02 19:08:00","metro","mail","taquilla","3","tickets-fares","-1","comprado billete con fecha incorrecta, perdida de conexión","Les escribo para informar de algo que me sucedió en el trayecto: haber comprado un billete con fecha incorrecta. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Javier Fuertes Valls Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""billete"", ""fecha"", ""incorrecta"", ""perdida"", ""conexi\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"ef501da1-9f74-4f14-9b7e-e28221f47dc2","2025-03-25 14:55:00","metro","mail","taquilla","4","lost-items-security","-1","perdida de teléfono móvil en el metro","En mi último trayecto ocurrió algo que considero importante comunicar: haber perdido un teléfono móvil. El problema se agravó porque no había alternativas evidentes en ese momento. A causa de ello, llegué mucho más tarde de lo previsto. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Lope Andrés Felipe Bustamante Español Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""perdida"", ""tel\u00e9fono"", ""metro"", ""falta de alternativas""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"79a0194e-34ed-476f-bd0e-af052574cd3a","2023-03-28 15:10:00","metro","mail","taquilla","2","tickets-fares","-1","dudas sobre tarjeta de descuento y comunicación ineficiente","He experimentado un inconveniente durante mi viaje que deseo compartir: dudas sobre la tarjeta de descuento. Fue un inconveniente serio porque no recibí información clara en ningún momento. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, José Ángel Badía Pagès Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""tarjeta de descuento"", ""comunicaci\u00f3n"", ""inconveniente"", ""falta de informaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"0acca63b-4a5e-4db3-84b1-4a2ccebeb741","2023-03-14 06:05:00","metro","mail","taquilla","4","lost-items-security","-1","perdida de ropa durante viaje en metro","He experimentado un inconveniente durante mi viaje que deseo compartir: haber perdido ropa. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Teodosio Becerra Roman Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""ropa perdida"", ""inconveniente"", ""gastos adicionales""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"91098d98-2ce3-46ae-b119-dcdf14861304","2025-04-26 12:13:00","tren","mail","problemas técnicos","2","delays-cancellations","-1","retraso técnico en el tren, pérdida de conexión y falta de comunicación","He experimentado un inconveniente durante mi viaje que deseo compartir: un retraso causado por problemas técnicos en el tren. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Imelda de Arjona Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""retraso"", ""problemas t\u00e9cnicos"", ""falta de comunicaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"4e36d568-c421-4122-9869-c89610a039b6","2025-06-25 18:30:00","tren","mail","conductor","1","delays-cancellations","-1","cancelación del tren por falta de personal afectó mi organización","Me gustaría relatarles una situación que me afectó bastante: la cancelación del tren por falta de personal. La situación fue especialmente problemática porque afectó toda mi organización. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Celestina Plaza Sala Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""cancelaci\u00f3n"", ""falta de personal"", ""organizaci\u00f3n"", ""gastos adicionales""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"28aa7cbf-72e4-4090-bfd8-768d03055fef","2025-03-01 18:01:00","tren","mail","taquilla","2","tickets-fares","-1","problemas al comprar billete online en el tren","Quiero detallar un problema que tuve recientemente en el tren: problemas al comprar el billete online. Lo más complicado fue que dependía de la puntualidad para llegar a tiempo. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Olalla Torralba Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""comprar billete"", ""problema"", ""puntualidad"", ""reorganizar citas""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"8a91df7c-dd80-4ddd-9f99-bba2cbcab795","2025-03-12 06:32:00","metro","mail","facilidades-cleanliness","2","facilities-cleanliness","-1","aire acondicionado demasiado frío generó estrés y retraso","Tuve un problema durante el viaje y considero necesario notificarlo: aire acondicionado demasiado frío. Esto generó bastante estrés ya que tenía compromisos importantes después. A causa de ello, llegué mucho más tarde de lo previsto. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Sofía Bertrán Suárez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""aire acondicionado"", ""estr\u00e9s"", ""retraso""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"53064161-cb33-436f-9ac5-ae58d0c3c0a5","2024-03-03 12:21:00","metro","mail","conductor","3","staff-passenger-behavior","-1","tono agresivo durante revisión en el metro","En mi último trayecto ocurrió algo que considero importante comunicar: tono agresivo durante una revisión. Esto generó bastante estrés ya que tenía compromisos importantes después. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Eutimio Rubio Aguado Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""tono agresivo"", ""revisi\u00f3n"", ""estres"", ""comunicaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"5cc01252-9975-432c-a7e5-3309fedca9cf","2025-01-02 10:03:00","metro","mail","facilidades-cleanliness","3","facilities-cleanliness","-1","espacio para bicicletas ocupado sin información clara","Me pongo en contacto porque he vivido una situación complicada: un espacio para bicicletas ya ocupado. Fue un inconveniente serio porque no recibí información clara en ningún momento. Esto provocó gastos adicionales que no debería haber tenido. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Mariano Eutropio Arco Alberto Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""bicicletas"", ""ocupado"", ""sin informaci\u00f3n"", ""gastos adicionales""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"76b4c0cc-34da-4780-a0cb-29be8ec02875","2024-12-01 13:27:00","tren","mail","taquilla","2","delays-cancellations","-1","vagón reservado que no formaba parte del tren","He experimentado un inconveniente durante mi viaje que deseo compartir: un vagón reservado que no formaba parte del tren. La situación fue especialmente problemática porque afectó toda mi organización. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Perlita Velázquez Gutiérrez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""vag\u00f3n"", ""reservado"", ""tren"", ""delays"", ""cancellations""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"aaf81fd9-9ec8-4e87-9450-3feb247ce2ed","2025-11-17 09:32:00","metro","mail","app","2","information-communication","-1","problemas con formularios online en la app del metro","Me pongo en contacto porque he vivido una situación complicada: problemas con formularios online. Fue un inconveniente serio porque no recibí información clara en ningún momento. Terminé buscando soluciones por mi cuenta, lo cual fue muy difícil. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Concha Gallardo-Peláez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""formularios online"", ""informaci\u00f3n clara"", ""atenci\u00f3n imprevistas""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"c3fda9b1-c16a-4cad-8da5-a1f5bd2d0140","2024-01-19 12:46:00","metro","mail","conductor","2","delays-cancellations","-1","retraso debido a falta de personal generó estrés y frustración","Quisiera explicar lo que ocurrió durante mi último viaje: un retraso debido a falta de personal. Esto generó bastante estrés ya que tenía compromisos importantes después. A causa de ello, llegué mucho más tarde de lo previsto. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Emelina Briones Mateos Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""retraso"", ""falta de personal"", ""estr\u00e9s"", ""frustraci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"20a0aef5-fa38-4534-8d15-82ae566bfb80","2025-05-17 10:09:00","metro","mail","conductor","2","delays-cancellations","-1","retraso debido al embarque lento por exceso de pasajeros","Les escribo para informar de algo que me sucedió en el trayecto: un retraso debido al embarque lento por exceso de pasajeros. Esto generó bastante estrés ya que tenía compromisos importantes después. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Daniel Ramírez Marquez Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""embarque lento"", ""exceso de pasajeros"", ""retraso"", ""estres"", ""falta de comunicaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"6110f945-6a0a-4091-b096-6e00ad9d2cbc","2025-09-06 09:55:00","metro","mail","accesibilidad","2","accessibility","-1","zona reservada para silla de ruedas ocupada, falta de comunicación","Quisiera explicar lo que ocurrió durante mi último viaje: la zona reservada para silla de ruedas estaba ocupada. Fue un inconveniente serio porque no recibí información clara en ningún momento. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Juan Onofre Hernandez Quevedo Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""silla de ruedas"", ""accesibilidad"", ""comunicaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"3254ebd6-869e-4ebd-b76c-843f20b8b0bf","2025-03-10 10:19:00","tren","mail","calefacción","2","facilities-cleanliness","-1","calefacción averiada en el tren causó estrés y gastos adicionales","Quiero detallar un problema que tuve recientemente en el tren: calefacción averiada. Esto generó bastante estrés ya que tenía compromisos importantes después. Esto provocó gastos adicionales que no debería haber tenido. Confío en que se revisen los procesos para que los pasajeros estén mejor acompañados. Un saludo cordial, Eugenia Fanny Quevedo Cerro Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""calefacci\u00f3n"", ""tren"", ""estr\u00e9s"", ""gastos"", ""comunicaci\u00f3n"", ""apoyo""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"0450dcce-1bfc-4efc-8334-53e2273f1c0e","2025-08-22 12:36:00","tren","mail","conductor","2","delays-cancellations","-1","retraso en el tren debido a falta de maquinista","Quiero detallar un problema que tuve recientemente en el tren: un retraso porque no había maquinista disponible. La situación fue especialmente problemática porque afectó toda mi organización. Esto provocó gastos adicionales que no debería haber tenido. Me gustaría que en el futuro haya más claridad y rapidez en la comunicación. Un saludo cordial, Nilo Canet Marí Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""retraso"", ""falta de maquinista"", ""comunicaci\u00f3n"", ""transparencia""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"9edfa5b6-8650-4bf9-a76a-5d3d535673cb","2025-11-03 08:06:00","metro","mail","app","2","information-communication","-1","propuesta para mejorar la plataforma de venta de billetes","Tuve un problema durante el viaje y considero necesario notificarlo: una propuesta para mejorar la plataforma de venta de billetes. El problema se agravó porque no había alternativas evidentes en ese momento. Tuve que reorganizar citas y generar cambios de última hora. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Hugo de Sola Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""plataforma de venta de billetes"", ""atenci\u00f3n en situaciones imprevistas"", ""comunicaci\u00f3n transparente""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
"28c8e97e-53d3-4e14-90f7-6cee95a0231b","2024-08-12 17:10:00","metro","mail","ventilación","2","facilities-cleanliness","-1","ventilación excesivamente ruidosa y falta de comunicación","En mi último trayecto ocurrió algo que considero importante comunicar: ventilación excesivamente ruidosa. Fue un inconveniente serio porque no recibí información clara en ningún momento. Como consecuencia, perdí mi conexión con otro transporte. Me gustaría que se reforzara la atención en situaciones imprevistas. Un saludo cordial, Eugenia Hervás Crespi Además, deseo añadir que toda la experiencia resultó bastante frustrante y deja claro lo importante que es contar con una comunicación transparente y un apoyo constante para los pasajeros.","[""ruido"", ""ventilaci\u00f3n"", ""comunicaci\u00f3n"", ""falta de informaci\u00f3n""]","2025-11-23 03:04:59+00","2025-11-23 03:04:59+00"
